 Alana Beard
 Alex Montgomery
 Alexis Gray-Lawson
 Alexis Hornbuckle
 Allison Hightower
 Alysha Clark
 Amber Harris
 Amber Holt
 Andrea Riley
 Aneika Henry
 Angel McCoughtry
 Ann Wauters
 April Sykes
 Armintie Price
 Ashley Robinson
 Asjha Jones
 Avery Warley
 Becky Hammon
 Briana Gilbreath
 Briann January
 Camille Little
 Candace Parker
 Candice Dupree
 Candice Wiggins
 Cappie Pondexter
 Carolyn Swords
 Cathrine Kraayeveld
 Chante Black
 Charde Houston
 Chay Shegog
 Coco Miller
 Courtney Paris
 Courtney Vandersloot
 Crystal Langhorne
 Danielle Adams
 Danielle McCray
 Danielle Robinson
 Dawn Evans
 DeLisha Milton
 DeMya Walker
 DeWanna Bonner
 Devereaux Peters
 Diana Taurasi
 Dominique Canty
 Dymond Simon
 Ebony Hoffman
 Epiphanny Prince
 Erika de Souza
 Erin Phillips
 Erin Thorn
 Erlana Larkins
 Eshaya Murphy
 Essence Carson
 Ewelina Kobryn
 Glory Johnson
 Ivory Latta
 Iziane Castro Marques
 Jantel Lavender
 Jasmine Thomas
 Jayne Appel
 Jeanette Pohlen
 Jene Morris
 Jenna O'Hea
 Jennifer Lacy
 Jessica Adair
 Jessica Davenport
 Jessica Moore
 Jia Perkins
 Julie Wojta
 Kalana Greene
 Kara Braxton
 Kara Lawson
 Karima Christmas
 Katelan Redmon
 Katie Douglas
 Katie Smith
 Kayla Pedersen
 Kelley Cain
 Kelly Miller
 Kelsey Griffin
 Ketia Swanier
 Kia Vaughn
 Kristi Toliver
 Krystal Thomas
 Lauren Jackson
 Laurie Koehn
 Lecoe Willingham
 Leilani Mitchell
 Lindsay Whalen
 Lindsay Wisdom-Hylton
 Lindsey Harding
 Lynetta Kizer
 Marissa Coleman
 Matee Ajavon
 Maya Moore
 Michelle Snow
 Mistie Mims
 Monica Wright
 Monique Currie
 Nakia Sanford
 Natalie Novosel
 Natasha Lacy
 Nicky Anosike
 Nicole Powell
 Nneka Ogwumike
 Noelle Quinn
 Plenette Pierson
 Rebekkah Brunson
 Renee Montgomery
 Riquna Williams
 Roneeka Hodges
 Ruth Riley
 Samantha Prahalis
 Sancho Lyttle
 Sasha Goodlett
 Scholanda Dorrell
 Seimone Augustus
 Shameka Christon
 Shannon Bobbitt
 Shavonte Zellous
 Shekinna Stricklen
 Shenise Johnson
 Sonja Petrovic
 Sophia Young
 Sue Bird
 Svetlana Abrosimova
 Swin Cash
 Sylvia Fowles
 Taj McWilliams-Franklin
 Tamera Young
 Tamika Catchings
 Tammy Sutton-Brown
 Tan White
 Tangela Smith
 Tanisha Wright
 Temeka Johnson
 Ticha Penicheiro
 Tiffany Hayes
 Tina Charles
 Tina Thompson
 Tully Bevilaqua
 Victoria Dunlap
 Yelena Leuchanka
 Ziomara Morrison
